42,41,2025-10-21 02:35:38,telefono,atorvastatina,62.0,"Sí, Atorvastatina 850mg (Crema) – Stock: 443 unidades. Ubicación: Sede Norte Bucaramanga, Calle 61 No. 52-16 (Bucaramanga). Actualizado: 2025-10-16.",934,1
43,42,2025-10-20 15:34:38,whatsapp,acetaminofén,116.0,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",1117,1
44,43,2025-10-20 20:45:38,whatsapp,salbutamol,101.0,"Sí, Salbutamol 850UI (Polvo) – Stock: 449 unidades. Ubicación: Sede La Esperanza Cali, Transversal 124 No. 28-52 (Cali). Actualizado: 2025-09-25.",432,1
45,44,2025-10-20 11:19:38,whatsapp,acetaminofén,116.0,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",929,1
46,45,2025-10-20 23:28:38,whatsapp,acetaminofén,66.0,"Sí, Acetaminofén 1000mg (Crema) – Stock: 219 unidades. Ubicación: Sede La Esperanza Cali, Transversal 124 No. 28-52 (Cali). Actualizado: 2025-09-21.",395,1
47,46,2025-10-20 11:23:38,telefono,losartán,93.0,"Sí, Losartán 750ml (Ungüento) – Stock: 105 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-10-10.",492,1
48,47,2025-10-21 04:46:38,whatsapp,metformina,89.0,"Sí, Metformina 125UI (Suspensión) – Stock: 446 unidades. Ubicación: Sede Norte Armenia, Carrera 50 No. 28-62 (Armenia). Actualizado: 2025-10-14.",1006,1
49,48,2025-10-21 03:22:38,whatsapp,ampicilina,52.0,"Sí, Ampicilina 10ml (Crema) – Stock: 450 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-10-12.",922,1
50,49,2025-10-21 03:05:38,telefono,metformina,89.0,"Sí, Metformina 125UI (Suspensión) – Stock: 446 unidades. Ubicación: Sede Norte Armenia, Carrera 50 No. 28-62 (Armenia). Actualizado: 2025-10-14.",649,1
51,50,2025-10-20 09:47:38,whatsapp,atorvastatina,62.0,"Sí, Atorvastatina 850mg (Crema) – Stock: 443 unidades. Ubicación: Sede Norte Bucaramanga, Calle 61 No. 52-16 (Bucaramanga). Actualizado: 2025-10-16.",1072,1
52,51,2025-10-20 11:28:38,whatsapp,ampicilina,52.0,"Sí, Ampicilina 10ml (Crema) – Stock: 450 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-10-12.",633,1
53,52,2025-10-20 12:03:38,whatsapp,diclofenaco,90.0,"Sí, Diclofenaco 750g (Polvo) – Stock: 450 unidades. Ubicación: Sede Occidente Pereira, Diagonal 103 No. 48-57 (Pereira). Actualizado: 2025-09-21.",692,1
54,53,2025-10-21 00:39:38,whatsapp,acetaminofén,116.0,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",172,1
55,54,2025-10-20 11:20:38,web,diclofenaco,46.0,"Sí, Diclofenaco 20UI (Ungüento) – Stock: 332 unidades. Ubicación: Sede Sur Barranquilla, Transversal 47 No. 36-60 (Barranquilla). Actualizado: 2025-09-23.",804,1
56,55,2025-10-20 10:12:38,whatsapp,losartán,93.0,"Sí, Losartán 750ml (Ungüento) – Stock: 282 unidades. Ubicación: Sede Santa María Pereira, Transversal 40 No. 31-21 (Pereira). Actualizado: 2025-10-15.",277,1
57,56,2025-10-20 07:02:38,whatsapp,acetaminofén,116.0,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",312,1
58,57,2025-10-20 08:45:38,telefono,ampicilina,87.0,"Sí, Ampicilina 600UI (Suspensión) – Stock: 408 unidades. Ubicación: Sede Oriente Bogotá, Diagonal 122 No. 71-68 (Bogotá). Actualizado: 2025-10-10.",344,1
59,58,2025-10-20 23:42:38,web,ibuprofeno,91.0,"Sí, Ibuprofeno 1000ml (Polvo) – Stock: 356 unidades. Ubicación: Sede San Martín Cúcuta, Transversal 139 No. 5-80 (Cúcuta). Actualizado: 2025-10-01.",530,1
60,59,2025-10-20 19:27:38,telefono,ibuprofeno,88.0,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",1064,1
61,60,2025-10-20 07:01:38,whatsapp,ibuprofeno,88.0,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",517,1
62,61,2025-10-20 17:06:38,telefono,losartán,102.0,"Sí, Losartán 20g (Tableta) – Stock: 444 unidades. Ubicación: Sede San Martín Cúcuta, Carrera 68 No. 51-17 (Cúcuta). Actualizado: 2025-10-19.",861,1
63,62,2025-10-21 00:53:38,telefono,clopidogrel,34.0,"Sí, Clopidogrel 20UI (Cápsula) – Stock: 443 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-26.",562,1
64,63,2025-10-20 13:21:38,whatsapp,ibuprofeno,88.0,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",546,1
65,64,2025-10-20 13:32:38,telefono,metformina,89.0,"Sí, Metformina 125UI (Suspensión) – Stock: 446 unidades. Ubicación: Sede Norte Armenia, Carrera 50 No. 28-62 (Armenia). Actualizado: 2025-10-14.",654,1
66,65,2025-10-21 02:48:38,whatsapp,acetaminofén,116.0,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",1154,1
67,66,2025-10-20 12:35:38,whatsapp,acetaminofén,116.0,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",736,1
68,67,2025-10-20 12:11:38,telefono,ibuprofeno,88.0,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",510,1
69,68,2025-10-20 15:50:38,telefono,ibuprofeno,88.0,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",1060,1
70,69,2025-10-20 07:52:38,web,omeprazol,20.0,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",137,1
71,70,2025-10-20 12:00:38,web,omeprazol,20.0,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",281,1
72,71,2025-10-20 21:57:38,whatsapp,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,350,0
73,72,2025-10-20 06:49:38,telefono,ampicilina,39.0,"Sí, Ampicilina 20ml (Ungüento) – Stock: 58 unidades. Ubicación: Sede Parque Pasto, Carrera 117 No. 71-19 (Pasto). Actualizado: 2025-09-22.",1127,1
74,73,2025-10-20 13:44:38,web,metformina,89.0,"Sí, Metformina 125UI (Suspensión) – Stock: 446 unidades. Ubicación: Sede Norte Armenia, Carrera 50 No. 28-62 (Armenia). Actualizado: 2025-10-14.",751,1
75,74,2025-10-20 14:21:38,whatsapp,azitromicina,74.0,"Sí, Azitromicina 10g (Crema) – Stock: 448 unidades. Ubicación: Sede La Esperanza Pasto, Diagonal 142 No. 17-25 (Pasto). Actualizado: 2025-10-21.",1077,1
76,75,2025-10-20 14:25:38,whatsapp,acetaminofén,116.0,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",731,1
77,76,2025-10-21 03:55:38,telefono,dexametasona,49.0,"Sí, Dexametasona 750ml (Ungüento) – Stock: 293 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-09-27.",619,1
78,77,2025-10-21 03:41:38,web,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,1069,0
79,78,2025-10-20 11:13:38,whatsapp,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,885,0
80,79,2025-10-20 07:38:38,telefono,dexametasona,85.0,"Sí, Dexametasona 10UI (Jarabe) – Stock: 270 unidades. Ubicación: Sede San Martín Cúcuta, Carrera 68 No. 51-17 (Cúcuta). Actualizado: 2025-10-01.",555,1
81,80,2025-10-21 04:36:38,whatsapp,clopidogrel,34.0,"Sí, Clopidogrel 20UI (Cápsula) – Stock: 443 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-26.",680,1
82,81,2025-10-20 13:04:38,web,ampicilina,52.0,"Sí, Ampicilina 10ml (Crema) – Stock: 450 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-10-12.",733,1
83,82,2025-10-20 08:55:38,telefono,acetaminofén,116.0,"Sí, Acetaminofén 5g (Solución inyectable) – Stock: 445 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-22.",408,1
84,83,2025-10-20 18:08:38,whatsapp,azitromicina,13.0,"Sí, Azitromicina 250ml (Suspensión) – Stock: 393 unidades. Ubicación: Sede Oriente Popayán, Transversal 30 No. 9-52 (Popayán). Actualizado: 2025-10-03.",261,1
85,84,2025-10-21 03:05:38,web,losartán,102.0,"Sí, Losartán 20g (Tableta) – Stock: 342 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 60 No. 53-6 (Santa Marta). Actualizado: 2025-10-06.",843,1
86,85,2025-10-20 22:22:38,telefono,diclofenaco,90.0,"Sí, Diclofenaco 750g (Polvo) – Stock: 450 unidades. Ubicación: Sede Occidente Pereira, Diagonal 103 No. 48-57 (Pereira). Actualizado: 2025-09-21.",1035,1
87,86,2025-10-20 10:51:38,whatsapp,azitromicina,65.0,"Sí, Azitromicina 250mg (Polvo) – Stock: 359 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 60 No. 53-6 (Santa Marta). Actualizado: 2025-09-25.",810,1
88,87,2025-10-21 05:00:38,web,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,769,0
89,88,2025-10-21 02:04:38,telefono,omeprazol,20.0,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",667,1
90,89,2025-10-20 19:37:38,telefono,dexametasona,99.0,"Sí, Dexametasona 500mcg (Ungüento) – Stock: 403 unidades. Ubicación: Sede Oriente Cúcuta, Transversal 63 No. 60-73 (Cúcuta). Actualizado: 2025-10-20.",1001,1
91,90,2025-10-20 22:34:38,whatsapp,omeprazol,20.0,"Sí, Omeprazol 500UI (Suspensión) – Stock: 440 unidades. Ubicación: Sede Sur Villavicencio, Diagonal 12 No. 7-71 (Villavicencio). Actualizado: 2025-10-12.",574,1
92,91,2025-10-20 10:24:38,telefono,azitromicina,74.0,"Sí, Azitromicina 10g (Crema) – Stock: 448 unidades. Ubicación: Sede La Esperanza Pasto, Diagonal 142 No. 17-25 (Pasto). Actualizado: 2025-10-21.",318,1
93,92,2025-10-21 05:23:38,telefono,clopidogrel,34.0,"Sí, Clopidogrel 20UI (Cápsula) – Stock: 443 unidades. Ubicación: Sede Norte Popayán, Transversal 71 No. 6-1 (Popayán). Actualizado: 2025-09-26.",239,1
94,93,2025-10-21 00:53:38,web,ibuprofeno,88.0,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",342,1
95,94,2025-10-20 10:32:38,web,azitromicina,74.0,"Sí, Azitromicina 10g (Crema) – Stock: 448 unidades. Ubicación: Sede La Esperanza Pasto, Diagonal 142 No. 17-25 (Pasto). Actualizado: 2025-10-21.",947,1
96,95,2025-10-21 00:20:38,web,salbutamol,101.0,"Sí, Salbutamol 850UI (Polvo) – Stock: 449 unidades. Ubicación: Sede La Esperanza Cali, Transversal 124 No. 28-52 (Cali). Actualizado: 2025-09-25.",750,1
97,96,2025-10-21 03:18:38,whatsapp,atorvastatina,62.0,"Sí, Atorvastatina 850mg (Crema) – Stock: 311 unidades. Ubicación: Sede Parque Bucaramanga, Carrera 52 No. 59-45 (Bucaramanga). Actualizado: 2025-09-30.",797,1
98,97,2025-10-20 12:44:38,web,metformina,89.0,"Sí, Metformina 125UI (Suspensión) – Stock: 114 unidades. Ubicación: Sede Occidente Ibagué, Transversal 100 No. 75-3 (Ibagué). Actualizado: 2025-09-21.",584,1
99,98,2025-10-20 09:33:38,whatsapp,atorvastatina,62.0,"Sí, Atorvastatina 850mg (Crema) – Stock: 443 unidades. Ubicación: Sede Norte Bucaramanga, Calle 61 No. 52-16 (Bucaramanga). Actualizado: 2025-10-16.",809,1
100,99,2025-10-20 22:03:38,whatsapp,losartán,102.0,"Sí, Losartán 20g (Tableta) – Stock: 444 unidades. Ubicación: Sede San Martín Cúcuta, Carrera 68 No. 51-17 (Cúcuta). Actualizado: 2025-10-19.",133,1
101,100,2025-10-20 06:07:38,web,diclofenaco,90.0,"Sí, Diclofenaco 750g (Polvo) – Stock: 450 unidades. Ubicación: Sede Occidente Pereira, Diagonal 103 No. 48-57 (Pereira). Actualizado: 2025-09-21.",670,1
102,101,2025-10-20 21:28:38,telefono,atorvastatina,95.0,"Sí, Atorvastatina 20g (Tableta) – Stock: 245 unidades. Ubicación: Sede Parque Ibagué, Carrera 112 No. 23-67 (Ibagué). Actualizado: 2025-09-22.",573,1
103,102,2025-10-21 00:22:38,whatsapp,losartán,102.0,"Sí, Losartán 20g (Tableta) – Stock: 444 unidades. Ubicación: Sede San Martín Cúcuta, Carrera 68 No. 51-17 (Cúcuta). Actualizado: 2025-10-19.",485,1
104,103,2025-10-21 03:16:38,telefono,atorvastatina,62.0,"Sí, Atorvastatina 850mg (Crema) – Stock: 443 unidades. Ubicación: Sede Norte Bucaramanga, Calle 61 No. 52-16 (Bucaramanga). Actualizado: 2025-10-16.",517,1
105,104,2025-10-20 14:56:38,whatsapp,ampicilina,52.0,"Sí, Ampicilina 10ml (Crema) – Stock: 450 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-10-12.",971,1
106,105,2025-10-20 13:03:38,telefono,metformina,,No se encontró el medicamento solicitado en el inventario simulado.,1177,0
107,106,2025-10-20 11:11:38,whatsapp,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,1065,0
108,107,2025-10-20 08:27:38,telefono,dexametasona,67.0,"Sí, Dexametasona 10UI (Tableta) – Stock: 450 unidades. Ubicación: Sede La Esperanza Pasto, Diagonal 129 No. 70-64 (Pasto). Actualizado: 2025-10-07.",172,1
109,108,2025-10-20 15:34:38,web,diclofenaco,90.0,"Sí, Diclofenaco 750g (Polvo) – Stock: 450 unidades. Ubicación: Sede Occidente Pereira, Diagonal 103 No. 48-57 (Pereira). Actualizado: 2025-09-21.",188,1
110,109,2025-10-20 16:44:38,telefono,ampicilina,52.0,"Sí, Ampicilina 10ml (Crema) – Stock: 450 unidades. Ubicación: Sede Occidente Ibagué, Diagonal 12 No. 56-1 (Ibagué). Actualizado: 2025-10-12.",227,1
111,110,2025-10-20 14:42:38,web,ibuprofeno,91.0,"Sí, Ibuprofeno 1000ml (Polvo) – Stock: 447 unidades. Ubicación: Sede Oriente Pasto, Calle 28 No. 71-20 (Pasto). Actualizado: 2025-10-09.",1108,1
112,111,2025-10-20 19:34:38,web,losartán,102.0,"Sí, Losartán 20g (Tableta) – Stock: 444 unidades. Ubicación: Sede San Martín Cúcuta, Carrera 68 No. 51-17 (Cúcuta). Actualizado: 2025-10-19.",276,1
113,112,2025-10-21 04:47:38,web,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,370,0
114,113,2025-10-21 04:10:38,web,ibuprofeno,88.0,"Sí, Ibuprofeno 20mcg (Jarabe) – Stock: 447 unidades. Ubicación: Sede Occidente Santa Marta, Transversal 30 No. 70-29 (Santa Marta). Actualizado: 2025-10-11.",649,1
115,114,2025-10-20 07:05:38,telefono,metformina,89.0,"Sí, Metformina 125UI (Suspensión) – Stock: 446 unidades. Ubicación: Sede Norte Armenia, Carrera 50 No. 28-62 (Armenia). Actualizado: 2025-10-14.",366,1
116,115,2025-10-20 21:49:38,web,losartán,102.0,"Sí, Losartán 20g (Tableta) – Stock: 444 unidades. Ubicación: Sede San Martín Cúcuta, Carrera 68 No. 51-17 (Cúcuta). Actualizado: 2025-10-19.",508,1
117,116,2025-10-20 21:08:38,telefono,amoxicilina 500mg,,No se encontró el medicamento solicitado en el inventario simulado.,404,0
